emp_no,first_name,last_name,birth_date,title,to_date,from_date
294189,Sedat,Gide,1953-03-30,Engineer,9999-01-01,1998-05-06
294219,Frazer,Remmele,1953-06-16,Technique Leader,9999-01-01,1985-12-01
294223,Pantung,Albarhamtoshy,1954-03-26,Senior Staff,9999-01-01,1993-10-25
294240,Poornachandra,Ressouche,1955-05-09,Senior Staff,9999-01-01,1993-06-18
294243,Marie,Llado,1954-02-05,Staff,9999-01-01,1998-12-27
294244,Emran,Heusch,1954-04-01,Senior Staff,9999-01-01,1994-06-08
294249,Giordano,Schurmann,1953-06-05,Senior Staff,9999-01-01,1989-12-08
294251,Jordanka,Schnabel,1953-11-11,Senior Engineer,9999-01-01,1992-07-11
294252,Elrique,Bardell,1953-06-20,Staff,9999-01-01,1997-01-23
294258,Alselm,Albarhamtoshy,1953-05-07,Senior Engineer,9999-01-01,1996-01-27
294268,Shirish,Erdmenger,1955-11-30,Engineer,9999-01-01,1996-12-02
294274,Youpyo,Magliocco,1955-10-26,Staff,9999-01-01,1998-04-17
294283,Gita,Yurov,1952-05-10,Senior Staff,9999-01-01,1999-03-02
294286,Maren,Jenevein,1954-07-31,Senior Staff,9999-01-01,1998-12-13
294288,Adel,Lyonns,1955-10-26,Technique Leader,9999-01-01,1997-07-04
294293,Zsolt,Badr,1952-06-08,Staff,9999-01-01,1998-10-23
294298,Vesna,Coney,1952-02-03,Engineer,9999-01-01,1999-08-01
294303,Behnaam,Rosenbaum,1954-08-21,Staff,9999-01-01,1998-10-28
294304,Sigeru,Peng,1954-01-23,Senior Engineer,9999-01-01,1996-01-20
294306,Weijing,Sluis,1952-04-27,Senior Staff,9999-01-01,1997-09-16
294309,Mostafa,Capobianchi,1954-03-05,Staff,9999-01-01,1993-11-18
294319,Geoffry,Bach,1955-11-11,Senior Staff,9999-01-01,1986-11-17
294326,Dmitri,Kermarrec,1953-11-18,Senior Staff,9999-01-01,1995-10-16
294332,Adit,Ranft,1954-01-12,Senior Staff,9999-01-01,1994-07-06
294334,Kokou,Granlund,1952-05-16,Senior Engineer,9999-01-01,1999-09-03
294340,Radhika,Veldwijk,1954-08-12,Assistant Engineer,9999-01-01,1998-07-03
294367,Radhika,Szmurlo,1952-11-24,Senior Staff,9999-01-01,1989-09-15
294369,Gererd,Cherinka,1953-03-07,Senior Staff,9999-01-01,2001-05-12
294372,Rasikan,Setia,1955-09-06,Staff,9999-01-01,1997-09-08
294382,Vugranam,Motley,1952-02-07,Engineer,9999-01-01,1999-11-26
294387,Hatem,Asser,1955-03-18,Engineer,9999-01-01,1999-01-06
294391,Xiping,Chelton,1955-12-30,Staff,9999-01-01,1998-05-07
294398,Kazuhiko,Ruemmler,1954-04-25,Senior Staff,9999-01-01,1988-11-23
294407,Girolamo,Miculan,1952-05-30,Engineer,9999-01-01,1996-10-13
294411,Alper,Erni,1953-10-03,Senior Staff,9999-01-01,1995-09-21
294425,Juichirou,Farrar,1954-09-19,Engineer,9999-01-01,2000-02-20
294430,Heekeun,Felcyn,1954-07-17,Senior Engineer,9999-01-01,1998-08-13
294432,Jenwei,Parhami,1955-03-25,Senior Engineer,9999-01-01,1994-06-05
294439,Ulises,Serot,1953-11-20,Staff,9999-01-01,1997-09-28
294448,Toshimo,Kropatsch,1953-11-26,Senior Staff,9999-01-01,1995-10-04
294463,Hidekazu,Openshaw,1954-04-15,Technique Leader,9999-01-01,1993-09-09
294479,Honglan,Ellozy,1955-11-13,Senior Engineer,9999-01-01,1992-03-12
294482,Shuji,Ozery,1954-07-08,Senior Engineer,9999-01-01,1993-07-02
294488,Divine,Rande,1953-08-18,Senior Engineer,9999-01-01,1994-09-16
294491,Heng,Maierhofer,1955-08-28,Staff,9999-01-01,1998-11-15
294494,Demos,Ernst,1952-08-03,Senior Engineer,9999-01-01,2001-05-12
294501,Claude,Roohalamini,1955-11-16,Senior Staff,9999-01-01,1989-06-30
294506,Djelloul,Ozery,1953-07-26,Engineer,9999-01-01,2000-01-08
294514,Kwangyoen,Scharstein,1952-12-10,Staff,9999-01-01,1997-11-22
294528,Filipe,Zallocco,1955-05-21,Engineer,9999-01-01,1998-05-10
294530,Lein,Peroz,1953-10-10,Staff,9999-01-01,1999-03-20
294534,Tokuyasu,Escriba,1954-10-15,Senior Engineer,9999-01-01,1993-07-08
294548,Rosita,Eiron,1953-06-12,Staff,9999-01-01,1999-12-25
294563,Jeane,Fioravanti,1953-11-26,Staff,9999-01-01,2000-01-19
294578,Alexius,Kermarrec,1954-06-01,Senior Engineer,9999-01-01,1996-01-20
294583,Tianruo,Strandh,1954-11-27,Senior Staff,9999-01-01,1993-04-18
294585,Kinh,Kitsuregawa,1955-07-13,Engineer,9999-01-01,1997-08-13
294590,Haldon,Validov,1954-11-21,Assistant Engineer,9999-01-01,1997-06-17
294593,Aleksandar,Conia,1954-07-08,Technique Leader,9999-01-01,1990-03-28
294597,DAIDA,Tomescu,1954-09-02,Senior Engineer,9999-01-01,1987-03-18
294606,Zhilian,Perko,1954-05-19,Staff,9999-01-01,1999-09-20
294611,Sanjai,Milicia,1953-07-24,Technique Leader,9999-01-01,1987-12-04
294612,Pintsang,Gruenwald,1953-10-12,Senior Staff,9999-01-01,1993-09-05
294613,Palash,Carrere,1955-09-12,Senior Staff,9999-01-01,1997-01-04
294618,Kazunori,Emmart,1955-12-14,Staff,9999-01-01,1998-04-11
294637,Srinidhi,Wolniewicz,1952-03-03,Staff,9999-01-01,1998-10-21
294639,Guther,Geffroy,1952-03-03,Staff,9999-01-01,1998-02-02
294642,Jingling,Strooper,1953-06-13,Technique Leader,9999-01-01,1990-09-11
294653,Vishv,Seuren,1952-12-29,Senior Staff,9999-01-01,1998-06-16
294655,Ravishankar,Kakkar,1953-01-17,Engineer,9999-01-01,1995-02-01
294661,Marit,Marquardt,1954-02-01,Engineer,9999-01-01,1995-01-22
294664,Aran,Keirsey,1952-03-09,Senior Staff,9999-01-01,1998-07-25
294670,Udaiprakash,Broomell,1955-06-01,Staff,9999-01-01,1999-01-22
294674,Dipankar,Nanard,1952-03-31,Engineer,9999-01-01,1996-09-25
294692,Marie,Lakshmanan,1954-05-17,Staff,9999-01-01,2000-01-14
294695,Marsja,Seuren,1955-02-23,Technique Leader,9999-01-01,1991-01-07
294697,Sarita,Eppinger,1952-03-06,Senior Engineer,9999-01-01,1990-11-02
294708,Lijia,Rabejac,1954-09-14,Senior Staff,9999-01-01,2001-06-03
294710,Mohammad,Vigier,1953-03-21,Engineer,9999-01-01,1996-10-15
294714,Richard,Massonet,1955-04-25,Senior Staff,9999-01-01,2000-07-15
294718,Brewster,Argence,1954-10-06,Senior Engineer,9999-01-01,1996-06-30
294725,Nevin,Goldhammer,1955-11-09,Senior Engineer,9999-01-01,1999-11-01
294730,Akeno,Cichocki,1955-07-07,Senior Staff,9999-01-01,2001-09-04
294733,Satyanarayana,Fabrizio,1952-08-12,Senior Engineer,9999-01-01,1994-12-06
294738,Mohammed,Stamatiou,1955-10-24,Assistant Engineer,9999-01-01,1999-10-20
294739,Oguz,Lipner,1952-03-02,Senior Staff,9999-01-01,1994-02-07
294744,Gennadi,Weedman,1952-04-06,Senior Staff,9999-01-01,2001-03-18
294745,Yucel,Haumacher,1953-09-11,Senior Staff,9999-01-01,1998-05-10
294749,Youpyo,Oehlmann,1953-02-24,Senior Staff,9999-01-01,1989-11-27
294756,Pasqua,Bridgland,1954-06-23,Technique Leader,9999-01-01,1999-08-14
294764,Danny,Kandlur,1954-08-15,Staff,9999-01-01,1996-10-06
294769,Samphel,Aloia,1955-12-05,Engineer,9999-01-01,2002-04-30
294782,Edwin,Reeker,1952-11-24,Senior Engineer,9999-01-01,1986-06-28
294789,Subhada,Yoshizawa,1952-11-07,Engineer,9999-01-01,1993-12-26
294790,Kish,Panangaden,1955-11-28,Staff,9999-01-01,1998-08-13
294797,Hironoby,Heydon,1955-06-25,Staff,9999-01-01,1999-03-27
294803,Hidefumi,Cyre,1955-11-13,Senior Staff,9999-01-01,1999-03-28
294805,Vishu,Flexer,1954-08-02,Senior Staff,9999-01-01,1994-07-21
294808,Luigi,Perelgut,1952-06-19,Staff,9999-01-01,1995-07-22
294812,Temple,Legleitner,1955-11-07,Senior Engineer,9999-01-01,1989-11-04
294815,Dharmaraja,Maksimenko,1954-12-09,Engineer,9999-01-01,1996-09-04
294820,Gaetan,Lanphier,1953-03-02,Senior Staff,9999-01-01,1994-01-09
294834,Urs,Snedden,1954-04-01,Senior Staff,9999-01-01,1993-08-19
294835,Kirk,Fadgyas,1953-08-08,Senior Staff,9999-01-01,1998-11-22
294837,Jinya,Mayerwieser,1954-12-16,Senior Staff,9999-01-01,1991-02-10
294845,Anneli,Gustavson,1955-10-25,Senior Staff,9999-01-01,1995-01-22
294850,Toshimo,Peot,1952-10-16,Senior Staff,9999-01-01,1998-12-25
294865,Adhemar,Dalphin,1954-12-29,Senior Staff,9999-01-01,1995-09-27
294869,Byong,Schiper,1953-07-20,Senior Engineer,9999-01-01,1996-11-10
294881,Richard,Bugrara,1954-04-02,Technique Leader,9999-01-01,1985-11-26
294883,Paraskevi,Fabrizio,1952-03-03,Engineer,9999-01-01,1997-07-14
294895,Vasilii,Scallan,1955-02-17,Senior Staff,9999-01-01,1998-01-05
294897,Anoosh,Nitta,1953-05-21,Senior Engineer,9999-01-01,1998-05-05
294905,Arie,Adachi,1953-05-24,Engineer,9999-01-01,1998-09-11
294921,Conal,Riefers,1955-11-06,Senior Staff,9999-01-01,1997-10-26
294923,Zhigen,Salvesen,1952-11-23,Staff,9999-01-01,1999-08-10
294926,Zhiwei,Laventhal,1955-05-30,Staff,9999-01-01,1996-12-13
294929,Ranga,Godskesen,1954-12-20,Senior Staff,9999-01-01,1991-03-06
294930,Remmert,Baik,1954-12-15,Senior Staff,9999-01-01,1986-01-19
294932,Aram,Perly,1952-09-29,Senior Staff,9999-01-01,1997-04-07
294935,Fei,Levasseur,1952-11-19,Assistant Engineer,9999-01-01,1997-08-27
294937,Gennadi,Raczkowsky,1952-03-27,Senior Staff,9999-01-01,2000-08-18
294939,Djelloul,Holburn,1954-07-28,Senior Staff,9999-01-01,1987-05-01
294940,Adit,Baar,1955-05-07,Senior Engineer,9999-01-01,1996-01-10
294941,Haldun,Zaccaria,1955-07-07,Staff,9999-01-01,1995-10-03
294943,Aamod,Gimbel,1955-11-02,Senior Staff,9999-01-01,1999-07-18
294945,Toong,Fendler,1955-04-08,Senior Staff,9999-01-01,1996-09-07
294946,Satoru,Swab,1954-07-24,Staff,9999-01-01,1999-12-11
294949,Szabolcs,Danecki,1952-03-12,Staff,9999-01-01,1995-06-11
294950,Berna,Bierman,1955-05-05,Senior Staff,9999-01-01,1999-03-25
294956,Hidde,Felder,1954-05-26,Senior Staff,9999-01-01,1998-05-02
294962,Sushant,Avouris,1953-08-11,Senior Engineer,9999-01-01,1989-03-27
294963,Genta,Kropp,1953-08-11,Senior Engineer,9999-01-01,1993-04-11
294966,Mrinalini,Esposito,1953-07-17,Senior Staff,9999-01-01,2001-08-15
294970,Peer,Rosay,1955-06-26,Senior Staff,9999-01-01,1990-08-29
294979,Rafols,Godskesen,1953-05-22,Engineer,9999-01-01,1995-08-26
294983,Conrado,Sooriamurthi,1953-07-30,Technique Leader,9999-01-01,1999-06-05
294997,Kristin,Aloisi,1955-10-02,Senior Staff,9999-01-01,2000-07-02
294998,Kien,Kieras,1955-09-16,Assistant Engineer,9999-01-01,1998-08-17
295007,Paraskevi,Kawashima,1954-03-09,Engineer,9999-01-01,1999-09-27
295012,Jeane,Syang,1955-09-05,Staff,9999-01-01,1997-10-08
295014,Xiping,Garigliano,1953-07-23,Senior Staff,9999-01-01,1997-07-08
295016,Kerryn,Rosch,1954-10-29,Senior Staff,9999-01-01,1994-02-17
295022,Heejo,Lanteri,1955-01-02,Senior Staff,9999-01-01,1998-07-17
295027,Zeljko,Karner,1952-06-19,Staff,9999-01-01,1997-08-04
295031,Guozhong,Thisen,1953-05-15,Senior Engineer,9999-01-01,1998-04-21
295050,Lubomir,Bennet,1953-10-11,Senior Staff,9999-01-01,1997-11-04
295056,Serge,Cairo,1955-02-09,Staff,9999-01-01,1998-07-09
295059,Josyula,Roisin,1955-07-24,Technique Leader,9999-01-01,1987-06-14
295061,Torsten,Akaboshi,1954-12-16,Senior Staff,9999-01-01,1995-01-14
295063,Fumino,Dulay,1952-09-09,Senior Engineer,9999-01-01,1986-06-11
295064,Sadun,Hertweck,1954-12-12,Staff,9999-01-01,1997-04-06
295065,Otilia,Luon,1954-07-04,Senior Staff,9999-01-01,1997-07-22
295068,Shem,Olivero,1955-01-17,Staff,9999-01-01,1997-07-23
295079,Tamiya,Wroclawski,1952-10-17,Senior Staff,9999-01-01,1990-02-23
295082,Khatoun,Undy,1954-05-24,Engineer,9999-01-01,1998-06-11
295085,Mana,Picht,1952-05-24,Senior Engineer,9999-01-01,1995-12-22
295089,Gina,Shimshoni,1954-09-29,Senior Staff,9999-01-01,1987-06-30
295090,Hidefumi,Taubman,1954-07-16,Engineer,9999-01-01,1995-01-05
295105,Janalee,Solares,1952-09-13,Technique Leader,9999-01-01,1999-06-11
295106,Ipke,Asrin,1953-10-07,Engineer,9999-01-01,1996-10-10
295116,Zhensheng,Zizka,1953-09-13,Technique Leader,9999-01-01,1993-08-01
295125,Limsoon,Wrigley,1955-11-13,Staff,9999-01-01,1994-07-07
295131,Demos,Sigstam,1953-04-10,Engineer,9999-01-01,1996-05-06
295149,Badri,Swan,1955-10-03,Senior Engineer,9999-01-01,1999-05-10
295151,Harngdar,Chelton,1954-11-27,Senior Engineer,9999-01-01,1987-08-27
295155,Danel,Rosch,1955-06-30,Staff,9999-01-01,1999-05-12
295158,Dmitry,Kroon,1954-07-30,Senior Staff,9999-01-01,1993-09-26
295173,Troy,Kavanagh,1953-02-14,Technique Leader,9999-01-01,1985-09-11
295180,Mahmut,Benveniste,1953-04-18,Senior Staff,9999-01-01,1988-07-29
295181,Niclas,Skogmar,1953-12-27,Senior Staff,9999-01-01,1994-11-14
295185,Aluzio,Bergere,1954-05-31,Senior Staff,9999-01-01,1996-10-13
295192,Yifei,Keirsey,1955-11-14,Senior Engineer,9999-01-01,2002-04-21
295196,Mong,Ratzlaff,1954-06-13,Engineer,9999-01-01,1999-05-26
295206,Elgin,Pargaonkar,1953-09-11,Senior Engineer,9999-01-01,1996-10-19
295221,Tomokazu,Hofting,1952-05-05,Senior Staff,9999-01-01,1994-10-22
295222,Gian,Szilard,1955-03-05,Senior Staff,9999-01-01,1997-06-29
295223,Gennady,Gimarc,1953-07-31,Engineer,9999-01-01,1999-04-19
295226,Oldrich,Rosiles,1954-07-13,Engineer,9999-01-01,1998-01-04
295232,Ung,Vidal,1953-07-31,Senior Engineer,9999-01-01,1988-05-29
295234,Eric,Peres,1953-09-14,Engineer,9999-01-01,1999-08-08
295235,Ortrun,Tsunoo,1955-10-11,Senior Engineer,9999-01-01,1989-09-28
295239,Guiseppe,Collette,1953-01-06,Senior Staff,9999-01-01,1999-04-14
295240,Gina,Figueira,1955-10-10,Staff,9999-01-01,1999-01-22
295241,Makato,Bellone,1952-08-22,Technique Leader,9999-01-01,1985-09-16
295249,Aemilian,Stentiford,1954-08-04,Senior Staff,9999-01-01,1998-08-21
295263,Utz,McFarlan,1953-09-10,Senior Staff,9999-01-01,1996-01-29
295284,Karsten,Kavvadias,1952-06-05,Senior Engineer,9999-01-01,1996-06-18
295290,Berto,Sadowski,1953-09-10,Staff,9999-01-01,1999-05-05
295295,Nagui,Litvinov,1955-12-17,Senior Engineer,9999-01-01,1994-08-25
295297,Satyanarayana,Cincotta,1955-01-19,Senior Engineer,9999-01-01,1989-11-17
295304,Moss,Perez,1954-07-01,Senior Engineer,9999-01-01,1990-09-17
295305,Georg,Takkinen,1952-06-01,Engineer,9999-01-01,1999-01-27
295307,Nahid,Hutter,1952-10-30,Engineer,9999-01-01,2000-08-19
295317,Shrikanth,Hitomi,1954-07-18,Technique Leader,9999-01-01,1992-12-09
295340,Ebru,Marzano,1955-07-10,Staff,9999-01-01,1998-04-22
295343,Dipayan,Iisaka,1952-12-16,Senior Engineer,9999-01-01,1989-09-14
295344,Ingmar,Pehl,1953-03-29,Senior Engineer,9999-01-01,1995-09-02
295350,Ult,Daescu,1954-04-06,Engineer,9999-01-01,1998-12-26
295351,Niranjan,Barinka,1952-09-18,Senior Staff,9999-01-01,1989-12-31
295354,Nikolaos,Brodie,1952-12-24,Senior Engineer,9999-01-01,1985-06-21
295364,Shaowei,Parascandalo,1954-09-22,Senior Staff,9999-01-01,2000-07-08
295369,Amabile,Giaccio,1952-09-17,Senior Staff,9999-01-01,1994-11-07
295376,Minghong,Arlazarov,1955-03-24,Senior Engineer,9999-01-01,1998-02-08
295377,Thodoros,Reinhart,1953-03-11,Technique Leader,9999-01-01,1986-07-28
295378,Guozhong,Gopalakrishnan,1953-02-05,Senior Staff,9999-01-01,1998-02-04
295384,Jianwen,Luce,1955-05-31,Assistant Engineer,9999-01-01,1999-04-11
295385,Shakhar,Fontan,1954-12-16,Staff,9999-01-01,1995-10-26
295388,Elliott,Marchesini,1954-02-21,Staff,9999-01-01,1996-11-24
295402,Branimir,Engberts,1955-03-17,Senior Staff,9999-01-01,2002-01-12
295419,Nahum,Petersohn,1954-02-18,Senior Engineer,9999-01-01,1985-06-05
295428,Alselm,Bonifati,1955-04-08,Senior Staff,9999-01-01,2000-05-28
295432,Renee,Strehl,1955-05-24,Senior Engineer,9999-01-01,1992-12-31
295439,Makato,Fadgyas,1952-11-18,Senior Staff,9999-01-01,1995-10-31
295442,Owen,Riexinger,1954-10-20,Engineer,9999-01-01,1998-08-15
295447,Chanjung,Vakili,1953-10-11,Senior Engineer,9999-01-01,1993-11-23
295449,Becky,Pettis,1952-09-19,Senior Staff,9999-01-01,1990-06-22
295464,Marc,Falck,1953-08-01,Senior Staff,9999-01-01,1995-01-03
295470,Geraldo,Redmiles,1954-05-11,Senior Staff,9999-01-01,1998-09-10
295475,Shaunak,Sudkamp,1953-07-22,Senior Staff,9999-01-01,1994-10-15
295482,Sampalli,Bashian,1952-08-01,Senior Engineer,9999-01-01,1998-03-03
295488,Boalin,Merel,1955-10-28,Senior Staff,9999-01-01,1991-11-26
295503,Tayeb,Lund,1954-08-22,Staff,9999-01-01,1997-11-29
295506,Aloys,Blokdijk,1954-03-31,Senior Staff,9999-01-01,1995-07-08
295542,Francoise,England,1952-07-27,Staff,9999-01-01,1997-07-26
295551,Garnik,Adachi,1954-11-12,Engineer,9999-01-01,1998-04-03
295555,Lidong,Haddadi,1953-03-09,Staff,9999-01-01,1997-11-14
295562,Shih,Heping,1953-04-04,Senior Engineer,9999-01-01,1988-11-11
295566,Ortrud,Milicic,1955-07-28,Senior Staff,9999-01-01,2001-12-17
295573,Macha,Ramsay,1952-12-15,Technique Leader,9999-01-01,1985-10-11
295583,Pohua,Ratzlaff,1954-05-23,Senior Engineer,9999-01-01,1995-04-22
295606,Ferdinand,Basawa,1953-05-08,Senior Staff,9999-01-01,1987-07-20
295625,Randi,Poujol,1952-07-09,Senior Staff,9999-01-01,1994-01-23
295649,Kyoichi,Hiroyama,1954-02-10,Staff,9999-01-01,1999-03-02
295651,Adil,Coombs,1955-09-08,Senior Staff,9999-01-01,1985-08-14
295653,Fei,Encarnacion,1954-10-13,Senior Engineer,9999-01-01,1985-11-05
295657,Kristina,Thibadeau,1952-06-01,Senior Engineer,9999-01-01,2000-05-04
295658,Akeno,Decleir,1955-05-16,Engineer,9999-01-01,1997-08-10
295667,Branimir,Fasbender,1952-09-03,Senior Engineer,9999-01-01,1990-02-21
295670,Kagan,Heuser,1952-06-19,Senior Staff,9999-01-01,1993-07-30
295671,Val,Dalton,1955-02-03,Technique Leader,9999-01-01,1987-04-08
295679,Premal,Arlazarov,1954-12-23,Senior Engineer,9999-01-01,1994-07-14
295692,Fumitaka,Birnbaum,1953-10-18,Senior Staff,9999-01-01,1995-07-26
295699,Hein,Luca,1955-10-24,Engineer,9999-01-01,1995-09-09
295702,Huei,Kambil,1953-11-10,Senior Staff,9999-01-01,1998-01-25
295714,Horward,Cappello,1955-10-26,Senior Engineer,9999-01-01,1999-03-21
295724,Mariangiola,Rathonyi,1953-09-08,Staff,9999-01-01,1998-07-20
295735,Xuejun,Simmel,1952-05-21,Senior Engineer,9999-01-01,1985-08-16
295743,Gennadi,Pena,1954-10-04,Staff,9999-01-01,2000-01-13
295751,Jacqueline,Pavlopoulou,1955-09-16,Senior Engineer,9999-01-01,1994-07-25
295772,Xuedong,Birsak,1954-07-13,Senior Staff,9999-01-01,1999-06-24
295774,Kshitij,Apsitis,1954-12-01,Senior Engineer,9999-01-01,1987-08-29
295777,Feipei,Qiwen,1954-07-02,Senior Engineer,9999-01-01,1989-10-18
295785,Mart,Velasco,1953-09-29,Engineer,9999-01-01,1998-06-14
295787,Leucio,Zaumen,1954-11-10,Senior Engineer,9999-01-01,1995-04-30
295795,Tomofumi,Budinsky,1954-10-27,Senior Staff,9999-01-01,1990-12-18
295796,Ewing,Trachtenberg,1954-03-26,Senior Staff,9999-01-01,1993-01-06
295800,Jingling,Weisert,1952-07-14,Senior Staff,9999-01-01,1987-02-18
295802,Xiahua,Engelmann,1955-04-14,Engineer,9999-01-01,1998-11-16
295811,Mokhtar,Ghandeharizadeh,1954-04-24,Senior Staff,9999-01-01,2000-10-11
295813,Khue,Bodoff,1952-06-02,Technique Leader,9999-01-01,1999-02-13
295816,Ennio,Michaels,1955-01-18,Staff,9999-01-01,1997-08-18
295821,Bernice,Brobst,1954-10-22,Senior Staff,9999-01-01,1992-09-05
295829,Sanjeeva,Akazan,1954-11-20,Technique Leader,9999-01-01,1997-09-01
295836,Haldun,Adachi,1955-08-11,Senior Staff,9999-01-01,2000-05-06
295838,Bartek,Ritcey,1954-08-13,Senior Staff,9999-01-01,1992-03-07
295839,Mart,Lores,1954-06-06,Engineer,9999-01-01,1999-01-01
295842,Billie,Bratsberg,1952-11-21,Senior Engineer,9999-01-01,1993-06-30
295851,Herb,Plumb,1952-11-24,Staff,9999-01-01,1998-11-16
295853,Doohun,Rahimi,1952-08-02,Senior Staff,9999-01-01,1994-08-09
295858,Sugwoo,Steinauer,1953-06-26,Staff,9999-01-01,1996-10-29
295873,Bluma,Makinen,1954-03-28,Senior Staff,9999-01-01,1996-05-07
295874,Gina,Pocchiola,1952-11-27,Senior Staff,9999-01-01,1995-10-29
295877,Aloke,Loncour,1952-04-28,Senior Staff,9999-01-01,1999-03-13
295878,Masato,Randt,1954-04-23,Staff,9999-01-01,1999-09-12
295880,Teruyuki,Azuma,1952-10-01,Senior Engineer,9999-01-01,1997-08-28
295881,Jaihie,Standera,1954-11-12,Staff,9999-01-01,1998-07-09
295882,Lucien,Slobodova,1953-04-16,Engineer,9999-01-01,1998-11-14
295883,Doohun,Schiper,1955-04-29,Senior Engineer,9999-01-01,1996-12-02
295886,Sanjiv,Boissier,1952-05-10,Assistant Engineer,9999-01-01,1999-01-28
295891,Etsuo,Khamsi,1954-05-19,Senior Staff,9999-01-01,1999-03-10
295899,Herb,Ghalwash,1954-04-06,Staff,9999-01-01,1997-02-01
295901,Avishai,Botman,1955-04-29,Staff,9999-01-01,1996-07-23
295902,Lorien,Salverda,1954-02-21,Senior Engineer,9999-01-01,1989-08-15
295905,Sreekrishna,Condotta,1955-07-23,Technique Leader,9999-01-01,1989-08-03
295919,Florina,Saoudi,1955-05-14,Senior Staff,9999-01-01,1997-03-04
295921,Hatsukazu,Bolotov,1954-08-31,Senior Engineer,9999-01-01,1998-04-25
295927,Mototsugu,Figueira,1952-09-28,Senior Engineer,9999-01-01,1997-07-10
295931,Kerhong,Rouquie,1954-08-23,Senior Engineer,9999-01-01,1993-03-24
295933,Kannan,Karlin,1953-12-27,Senior Staff,9999-01-01,1993-05-22
295935,Doohun,Nitsch,1954-04-07,Senior Staff,9999-01-01,1997-08-28
295942,Rosine,Minakawa,1953-07-10,Staff,9999-01-01,1996-06-12
295943,Jackson,Merkl,1953-10-12,Senior Staff,9999-01-01,1997-03-30
295950,Godehard,Braunmuhl,1953-08-12,Senior Staff,9999-01-01,1997-03-24
295967,Vidya,Heusch,1952-11-24,Senior Staff,9999-01-01,1997-03-07
295983,Yongmin,Boissier,1953-11-17,Staff,9999-01-01,1997-12-05
295986,Mrinalini,Beidas,1955-06-04,Senior Engineer,9999-01-01,1997-08-21
295987,Zhilian,Jarecki,1954-04-06,Engineer,9999-01-01,1999-04-19
296002,Manibrata,Lores,1952-07-12,Staff,9999-01-01,1999-05-23
296003,Gay,Khamsi,1955-02-28,Technique Leader,9999-01-01,1986-05-27
296013,Yakichi,Perfilyeva,1953-02-20,Senior Staff,9999-01-01,1996-05-27
296016,Ayakannu,Munoz,1953-01-23,Senior Staff,9999-01-01,2000-06-21
296018,Ronnie,Schach,1955-04-17,Senior Staff,9999-01-01,2001-02-06
296022,Rimon,Stemann,1952-09-23,Engineer,9999-01-01,1997-11-17
296027,Leif,Piveteau,1953-05-31,Senior Staff,9999-01-01,2002-01-01
296028,Zhigen,Lammel,1952-07-22,Senior Engineer,9999-01-01,2000-02-13
296033,Youngkon,Peak,1955-07-08,Senior Engineer,9999-01-01,1998-10-03
296047,Mariusz,Schlenzig,1955-08-04,Assistant Engineer,9999-01-01,1998-10-26
296048,Ymte,Rodham,1953-04-14,Engineer,9999-01-01,1997-10-18
296058,Adel,Itschner,1954-09-01,Senior Staff,9999-01-01,1989-11-19
296061,Berto,Tibblin,1954-09-03,Staff,9999-01-01,1997-07-18
296063,Mandell,Claffy,1954-03-10,Senior Engineer,9999-01-01,1989-02-08
296067,Sachin,Marsiglia,1952-03-25,Senior Staff,9999-01-01,2001-12-15
296075,Dines,Sigstam,1953-09-05,Senior Engineer,9999-01-01,2001-06-02
296081,Marie,Morrey,1955-02-21,Senior Staff,9999-01-01,1987-08-13
296087,Eran,Kemmerer,1953-11-28,Technique Leader,9999-01-01,1996-09-16
296092,Aron,Matzel,1952-03-24,Engineer,9999-01-01,1998-01-07
296095,Odysseas,Dulli,1955-10-14,Senior Staff,9999-01-01,1989-08-23
296098,Hidekazu,Rosis,1955-10-02,Senior Engineer,9999-01-01,1996-09-04
296107,Faiza,Marakhovsky,1952-04-17,Assistant Engineer,9999-01-01,1998-06-08
296116,Gererd,Bernini,1954-03-05,Senior Staff,9999-01-01,1996-02-17
296117,Dante,Provine,1954-05-08,Senior Engineer,9999-01-01,1989-07-03
296120,Richara,Slaats,1953-01-03,Senior Staff,9999-01-01,1992-10-11
296121,Arie,Puppe,1952-07-26,Senior Staff,9999-01-01,1989-12-17
296123,Nishit,Danecki,1954-04-25,Engineer,9999-01-01,1998-05-01
296142,Tokuyasu,Parveen,1955-02-10,Senior Engineer,9999-01-01,1989-11-18
296164,Roded,Pero,1954-02-13,Staff,9999-01-01,1997-11-27
296166,Danel,Servi,1952-05-30,Senior Engineer,9999-01-01,1995-08-02
296167,Weijing,Denis,1953-03-03,Senior Staff,9999-01-01,1995-11-25
296171,Pradeep,Munke,1954-02-02,Senior Staff,9999-01-01,2002-01-28
296180,Serap,Pargaonkar,1953-06-10,Engineer,9999-01-01,1997-06-10
296181,Souichi,Zaiane,1955-08-11,Assistant Engineer,9999-01-01,1998-12-09
296182,Snehasis,Anandan,1952-10-21,Engineer,9999-01-01,1998-11-26
296187,Tomokazu,Usery,1954-03-13,Staff,9999-01-01,1997-12-02
296193,Rildo,DeMori,1955-10-09,Engineer,9999-01-01,1997-02-16
296195,Sahrah,Luby,1954-09-02,Senior Staff,9999-01-01,2001-11-23
296198,Houman,Molberg,1954-05-13,Technique Leader,9999-01-01,1989-04-01
296199,Yechiam,Sudbeck,1955-02-05,Technique Leader,9999-01-01,1992-12-12
